

 **** Upper caste keywords and negative aspect ****
Journal IN-thehindu-opinion ; between poor and upper_caste is 0.1850
Journal IN-thetimesofindia_01 ; between crime and brahmin is 0.7747


 **** Lower caste keywords and negative aspect ****
Journal IN-thehindu-opinion ; between poor and dalit is 0.5994
Journal IN-thehindu-opinion ; between poor and obc is 0.8598
Journal IN-thehindu-opinion ; between poor and minorities is 0.5854
Journal IN-thehindu-opinion ; between violence and dalit is 0.7064
Journal IN-thehindu-opinion ; between violence and obc is 0.4064
Journal IN-thehindu-opinion ; between violence and minorities is 0.7275
Journal IN-thehindu-opinion ; between disease and dalit is 0.5556
Journal IN-thehindu-opinion ; between disease and obc is 0.6833
Journal IN-thehindu-opinion ; between disease and minorities is 0.7537
Journal IN-thehindu-opinion ; between unhealthy and dalit is 0.0487
Journal IN-thehindu-opinion ; between unhealthy and obc is 0.3356
Journal IN-thehindu-opinion ; between unhealthy and minorities is 0.3322
Journal IN-thehindu-opinion ; between incident and dalit is 0.5969
Journal IN-thehindu-opinion ; between incident and obc is 0.3145
Journal IN-thehindu-opinion ; between incident and minorities is 0.6980
Journal IN-thehindu-opinion ; between crime and dalit is 0.8895
Journal IN-thehindu-opinion ; between crime and obc is 0.6277
Journal IN-thehindu-opinion ; between crime and minorities is 0.5513
Journal IN-indianexpress-india ; between poor and dalit is 0.5994
Journal IN-indianexpress-india ; between poor and obc is 0.8598
Journal IN-indianexpress-india ; between poor and minorities is 0.5854
Journal IN-indianexpress-india ; between violence and dalit is 0.7064
Journal IN-indianexpress-india ; between violence and obc is 0.4064
Journal IN-indianexpress-india ; between violence and minorities is 0.7275
Journal IN-indianexpress-india ; between disease and dalit is 0.5556
Journal IN-indianexpress-india ; between disease and obc is 0.6833
Journal IN-indianexpress-india ; between disease and minorities is 0.7537
Journal IN-indianexpress-india ; between unhealthy and dalit is 0.0487
Journal IN-indianexpress-india ; between unhealthy and obc is 0.3356
Journal IN-indianexpress-india ; between unhealthy and minorities is 0.3322
Journal IN-indianexpress-india ; between incident and dalit is 0.5969
Journal IN-indianexpress-india ; between incident and obc is 0.3145
Journal IN-indianexpress-india ; between incident and minorities is 0.6980
Journal IN-indianexpress-india ; between crime and dalit is 0.8895
Journal IN-indianexpress-india ; between crime and obc is 0.6277
Journal IN-indianexpress-india ; between crime and minorities is 0.5513
Journal IN-indianexpress-opinion ; between poor and dalit is 0.5994
Journal IN-indianexpress-opinion ; between poor and obc is 0.8598
Journal IN-indianexpress-opinion ; between poor and minorities is 0.5854
Journal IN-indianexpress-opinion ; between violence and dalit is 0.7064
Journal IN-indianexpress-opinion ; between violence and obc is 0.4064
Journal IN-indianexpress-opinion ; between violence and minorities is 0.7275
Journal IN-indianexpress-opinion ; between disease and dalit is 0.5556
Journal IN-indianexpress-opinion ; between disease and obc is 0.6833
Journal IN-indianexpress-opinion ; between disease and minorities is 0.7537
Journal IN-indianexpress-opinion ; between unhealthy and dalit is 0.0487
Journal IN-indianexpress-opinion ; between unhealthy and obc is 0.3356
Journal IN-indianexpress-opinion ; between unhealthy and minorities is 0.3322
Journal IN-indianexpress-opinion ; between incident and dalit is 0.5969
Journal IN-indianexpress-opinion ; between incident and obc is 0.3145
Journal IN-indianexpress-opinion ; between incident and minorities is 0.6980
Journal IN-indianexpress-opinion ; between crime and dalit is 0.8895
Journal IN-indianexpress-opinion ; between crime and obc is 0.6277
Journal IN-indianexpress-opinion ; between crime and minorities is 0.5513
Journal IN-indianexpress-editorials ; between poor and dalit is 0.5994
Journal IN-indianexpress-editorials ; between poor and obc is 0.8598
Journal IN-indianexpress-editorials ; between poor and minorities is 0.5854
Journal IN-indianexpress-editorials ; between violence and dalit is 0.7064
Journal IN-indianexpress-editorials ; between violence and obc is 0.4064
Journal IN-indianexpress-editorials ; between violence and minorities is 0.7275
Journal IN-indianexpress-editorials ; between disease and dalit is 0.5556
Journal IN-indianexpress-editorials ; between disease and obc is 0.6833
Journal IN-indianexpress-editorials ; between disease and minorities is 0.7537
Journal IN-indianexpress-editorials ; between unhealthy and dalit is 0.0487
Journal IN-indianexpress-editorials ; between unhealthy and obc is 0.3356
Journal IN-indianexpress-editorials ; between unhealthy and minorities is 0.3322
Journal IN-indianexpress-editorials ; between incident and dalit is 0.5969
Journal IN-indianexpress-editorials ; between incident and obc is 0.3145
Journal IN-indianexpress-editorials ; between incident and minorities is 0.6980
Journal IN-indianexpress-editorials ; between crime and dalit is 0.8895
Journal IN-indianexpress-editorials ; between crime and obc is 0.6277
Journal IN-indianexpress-editorials ; between crime and minorities is 0.5513
Journal IN-thetimesofindia_00 ; between poor and dalit is 0.5994
Journal IN-thetimesofindia_00 ; between poor and obc is 0.8598
Journal IN-thetimesofindia_00 ; between poor and minorities is 0.5854
Journal IN-thetimesofindia_00 ; between violence and dalit is 0.7064
Journal IN-thetimesofindia_00 ; between violence and obc is 0.4064
Journal IN-thetimesofindia_00 ; between violence and minorities is 0.7275
Journal IN-thetimesofindia_00 ; between disease and dalit is 0.5556
Journal IN-thetimesofindia_00 ; between disease and obc is 0.6833
Journal IN-thetimesofindia_00 ; between disease and minorities is 0.7537
Journal IN-thetimesofindia_00 ; between unhealthy and dalit is 0.0487
Journal IN-thetimesofindia_00 ; between unhealthy and obc is 0.3356
Journal IN-thetimesofindia_00 ; between unhealthy and minorities is 0.3322
Journal IN-thetimesofindia_00 ; between incident and dalit is 0.5969
Journal IN-thetimesofindia_00 ; between incident and obc is 0.3145
Journal IN-thetimesofindia_00 ; between incident and minorities is 0.6980
Journal IN-thetimesofindia_00 ; between crime and dalit is 0.8895
Journal IN-thetimesofindia_00 ; between crime and obc is 0.6277
Journal IN-thetimesofindia_00 ; between crime and minorities is 0.5513
Journal IN-thetimesofindia_01 ; between poor and dalit is 0.5994
Journal IN-thetimesofindia_01 ; between poor and obc is 0.8598
Journal IN-thetimesofindia_01 ; between poor and minorities is 0.5854
Journal IN-thetimesofindia_01 ; between violence and dalit is 0.7064
Journal IN-thetimesofindia_01 ; between violence and obc is 0.4064
Journal IN-thetimesofindia_01 ; between violence and minorities is 0.7275
Journal IN-thetimesofindia_01 ; between disease and dalit is 0.5556
Journal IN-thetimesofindia_01 ; between disease and obc is 0.6833
Journal IN-thetimesofindia_01 ; between disease and minorities is 0.7537
Journal IN-thetimesofindia_01 ; between unhealthy and dalit is 0.0487
Journal IN-thetimesofindia_01 ; between unhealthy and obc is 0.3356
Journal IN-thetimesofindia_01 ; between unhealthy and minorities is 0.3322
Journal IN-thetimesofindia_01 ; between incident and dalit is 0.5969
Journal IN-thetimesofindia_01 ; between incident and obc is 0.3145
Journal IN-thetimesofindia_01 ; between incident and minorities is 0.6980
Journal IN-thetimesofindia_01 ; between crime and dalit is 0.8895
Journal IN-thetimesofindia_01 ; between crime and obc is 0.6277
Journal IN-thetimesofindia_01 ; between crime and minorities is 0.5513


 **** Lower caste keywords and priviledge keywords ****
Journal IN-thehindu-opinion ; between dalit and government is 0.5781
Journal IN-thehindu-opinion ; between dalit and democracy is 0.5765
Journal IN-thehindu-opinion ; between dalit and election is 0.4587
Journal IN-thehindu-opinion ; between dalit and college is 0.7788
Journal IN-thehindu-opinion ; between dalit and education is 0.6352
Journal IN-thehindu-opinion ; between dalit and scholar is 0.8015
Journal IN-thehindu-opinion ; between dalit and merit is 0.6790
Journal IN-thehindu-opinion ; between dalit and meritorious is 0.5945
Journal IN-thehindu-opinion ; between dalit and employer is 0.4255
Journal IN-thehindu-opinion ; between dalit and national is 0.4654
Journal IN-thehindu-opinion ; between dalit and international is 0.1389
Journal IN-thehindu-opinion ; between dalit and rich is 0.3983
Journal IN-thehindu-opinion ; between obc and government is 0.8044
Journal IN-thehindu-opinion ; between obc and democracy is 0.6379
Journal IN-thehindu-opinion ; between obc and election is 0.3821
Journal IN-thehindu-opinion ; between obc and college is 0.3934
Journal IN-thehindu-opinion ; between obc and education is 0.8981
Journal IN-thehindu-opinion ; between obc and scholar is 0.3627
Journal IN-thehindu-opinion ; between obc and merit is 0.7763
Journal IN-thehindu-opinion ; between obc and meritorious is 0.7090
Journal IN-thehindu-opinion ; between obc and employer is 0.8403
Journal IN-thehindu-opinion ; between obc and national is 0.5718
Journal IN-thehindu-opinion ; between obc and international is 0.4380
Journal IN-thehindu-opinion ; between obc and rich is 0.7848
Journal IN-thehindu-opinion ; between minorities and government is 0.7372
Journal IN-thehindu-opinion ; between minorities and democracy is 0.8244
Journal IN-thehindu-opinion ; between minorities and election is 0.5187
Journal IN-thehindu-opinion ; between minorities and college is 0.4528
Journal IN-thehindu-opinion ; between minorities and education is 0.5508
Journal IN-thehindu-opinion ; between minorities and scholar is 0.6408
Journal IN-thehindu-opinion ; between minorities and merit is 0.6205
Journal IN-thehindu-opinion ; between minorities and meritorious is 0.5582
Journal IN-thehindu-opinion ; between minorities and employer is 0.5115
Journal IN-thehindu-opinion ; between minorities and national is 0.6060
Journal IN-thehindu-opinion ; between minorities and international is 0.6466
Journal IN-thehindu-opinion ; between minorities and rich is 0.6692
Journal IN-indianexpress-india ; between dalit and government is 0.5781
Journal IN-indianexpress-india ; between dalit and democracy is 0.5765
Journal IN-indianexpress-india ; between dalit and election is 0.4587
Journal IN-indianexpress-india ; between dalit and college is 0.7788
Journal IN-indianexpress-india ; between dalit and education is 0.6352
Journal IN-indianexpress-india ; between dalit and scholar is 0.8015
Journal IN-indianexpress-india ; between dalit and merit is 0.6790
Journal IN-indianexpress-india ; between dalit and meritorious is 0.5945
Journal IN-indianexpress-india ; between dalit and employer is 0.4255
Journal IN-indianexpress-india ; between dalit and national is 0.4654
Journal IN-indianexpress-india ; between dalit and international is 0.1389
Journal IN-indianexpress-india ; between dalit and rich is 0.3983
Journal IN-indianexpress-india ; between obc and government is 0.8044
Journal IN-indianexpress-india ; between obc and democracy is 0.6379
Journal IN-indianexpress-india ; between obc and election is 0.3821
Journal IN-indianexpress-india ; between obc and college is 0.3934
Journal IN-indianexpress-india ; between obc and education is 0.8981
Journal IN-indianexpress-india ; between obc and scholar is 0.3627
Journal IN-indianexpress-india ; between obc and merit is 0.7763
Journal IN-indianexpress-india ; between obc and meritorious is 0.7090
Journal IN-indianexpress-india ; between obc and employer is 0.8403
Journal IN-indianexpress-india ; between obc and national is 0.5718
Journal IN-indianexpress-india ; between obc and international is 0.4380
Journal IN-indianexpress-india ; between obc and rich is 0.7848
Journal IN-indianexpress-india ; between minorities and government is 0.7372
Journal IN-indianexpress-india ; between minorities and democracy is 0.8244
Journal IN-indianexpress-india ; between minorities and election is 0.5187
Journal IN-indianexpress-india ; between minorities and college is 0.4528
Journal IN-indianexpress-india ; between minorities and education is 0.5508
Journal IN-indianexpress-india ; between minorities and scholar is 0.6408
Journal IN-indianexpress-india ; between minorities and merit is 0.6205
Journal IN-indianexpress-india ; between minorities and meritorious is 0.5582
Journal IN-indianexpress-india ; between minorities and employer is 0.5115
Journal IN-indianexpress-india ; between minorities and national is 0.6060
Journal IN-indianexpress-india ; between minorities and international is 0.6466
Journal IN-indianexpress-india ; between minorities and rich is 0.6692
Journal IN-indianexpress-opinion ; between dalit and government is 0.5781
Journal IN-indianexpress-opinion ; between dalit and democracy is 0.5765
Journal IN-indianexpress-opinion ; between dalit and election is 0.4587
Journal IN-indianexpress-opinion ; between dalit and college is 0.7788
Journal IN-indianexpress-opinion ; between dalit and education is 0.6352
Journal IN-indianexpress-opinion ; between dalit and scholar is 0.8015
Journal IN-indianexpress-opinion ; between dalit and merit is 0.6790
Journal IN-indianexpress-opinion ; between dalit and meritorious is 0.5945
Journal IN-indianexpress-opinion ; between dalit and employer is 0.4255
Journal IN-indianexpress-opinion ; between dalit and national is 0.4654
Journal IN-indianexpress-opinion ; between dalit and international is 0.1389
Journal IN-indianexpress-opinion ; between dalit and rich is 0.3983
Journal IN-indianexpress-opinion ; between obc and government is 0.8044
Journal IN-indianexpress-opinion ; between obc and democracy is 0.6379
Journal IN-indianexpress-opinion ; between obc and election is 0.3821
Journal IN-indianexpress-opinion ; between obc and college is 0.3934
Journal IN-indianexpress-opinion ; between obc and education is 0.8981
Journal IN-indianexpress-opinion ; between obc and scholar is 0.3627
Journal IN-indianexpress-opinion ; between obc and merit is 0.7763
Journal IN-indianexpress-opinion ; between obc and meritorious is 0.7090
Journal IN-indianexpress-opinion ; between obc and employer is 0.8403
Journal IN-indianexpress-opinion ; between obc and national is 0.5718
Journal IN-indianexpress-opinion ; between obc and international is 0.4380
Journal IN-indianexpress-opinion ; between obc and rich is 0.7848
Journal IN-indianexpress-opinion ; between minorities and government is 0.7372
Journal IN-indianexpress-opinion ; between minorities and democracy is 0.8244
Journal IN-indianexpress-opinion ; between minorities and election is 0.5187
Journal IN-indianexpress-opinion ; between minorities and college is 0.4528
Journal IN-indianexpress-opinion ; between minorities and education is 0.5508
Journal IN-indianexpress-opinion ; between minorities and scholar is 0.6408
Journal IN-indianexpress-opinion ; between minorities and merit is 0.6205
Journal IN-indianexpress-opinion ; between minorities and meritorious is 0.5582
Journal IN-indianexpress-opinion ; between minorities and employer is 0.5115
Journal IN-indianexpress-opinion ; between minorities and national is 0.6060
Journal IN-indianexpress-opinion ; between minorities and international is 0.6466
Journal IN-indianexpress-opinion ; between minorities and rich is 0.6692
Journal IN-indianexpress-editorials ; between dalit and government is 0.5781
Journal IN-indianexpress-editorials ; between dalit and democracy is 0.5765
Journal IN-indianexpress-editorials ; between dalit and election is 0.4587
Journal IN-indianexpress-editorials ; between dalit and college is 0.7788
Journal IN-indianexpress-editorials ; between dalit and education is 0.6352
Journal IN-indianexpress-editorials ; between dalit and scholar is 0.8015
Journal IN-indianexpress-editorials ; between dalit and merit is 0.6790
Journal IN-indianexpress-editorials ; between dalit and meritorious is 0.5945
Journal IN-indianexpress-editorials ; between dalit and employer is 0.4255
Journal IN-indianexpress-editorials ; between dalit and national is 0.4654
Journal IN-indianexpress-editorials ; between dalit and international is 0.1389
Journal IN-indianexpress-editorials ; between dalit and rich is 0.3983
Journal IN-indianexpress-editorials ; between obc and government is 0.8044
Journal IN-indianexpress-editorials ; between obc and democracy is 0.6379
Journal IN-indianexpress-editorials ; between obc and election is 0.3821
Journal IN-indianexpress-editorials ; between obc and college is 0.3934
Journal IN-indianexpress-editorials ; between obc and education is 0.8981
Journal IN-indianexpress-editorials ; between obc and scholar is 0.3627
Journal IN-indianexpress-editorials ; between obc and merit is 0.7763
Journal IN-indianexpress-editorials ; between obc and meritorious is 0.7090
Journal IN-indianexpress-editorials ; between obc and employer is 0.8403
Journal IN-indianexpress-editorials ; between obc and national is 0.5718
Journal IN-indianexpress-editorials ; between obc and international is 0.4380
Journal IN-indianexpress-editorials ; between obc and rich is 0.7848
Journal IN-indianexpress-editorials ; between minorities and government is 0.7372
Journal IN-indianexpress-editorials ; between minorities and democracy is 0.8244
Journal IN-indianexpress-editorials ; between minorities and election is 0.5187
Journal IN-indianexpress-editorials ; between minorities and college is 0.4528
Journal IN-indianexpress-editorials ; between minorities and education is 0.5508
Journal IN-indianexpress-editorials ; between minorities and scholar is 0.6408
Journal IN-indianexpress-editorials ; between minorities and merit is 0.6205
Journal IN-indianexpress-editorials ; between minorities and meritorious is 0.5582
Journal IN-indianexpress-editorials ; between minorities and employer is 0.5115
Journal IN-indianexpress-editorials ; between minorities and national is 0.6060
Journal IN-indianexpress-editorials ; between minorities and international is 0.6466
Journal IN-indianexpress-editorials ; between minorities and rich is 0.6692
Journal IN-thetimesofindia_00 ; between dalit and government is 0.5781
Journal IN-thetimesofindia_00 ; between dalit and democracy is 0.5765
Journal IN-thetimesofindia_00 ; between dalit and election is 0.4587
Journal IN-thetimesofindia_00 ; between dalit and college is 0.7788
Journal IN-thetimesofindia_00 ; between dalit and education is 0.6352
Journal IN-thetimesofindia_00 ; between dalit and scholar is 0.8015
Journal IN-thetimesofindia_00 ; between dalit and merit is 0.6790
Journal IN-thetimesofindia_00 ; between dalit and meritorious is 0.5945
Journal IN-thetimesofindia_00 ; between dalit and employer is 0.4255
Journal IN-thetimesofindia_00 ; between dalit and national is 0.4654
Journal IN-thetimesofindia_00 ; between dalit and international is 0.1389
Journal IN-thetimesofindia_00 ; between dalit and rich is 0.3983
Journal IN-thetimesofindia_00 ; between obc and government is 0.8044
Journal IN-thetimesofindia_00 ; between obc and democracy is 0.6379
Journal IN-thetimesofindia_00 ; between obc and election is 0.3821
Journal IN-thetimesofindia_00 ; between obc and college is 0.3934
Journal IN-thetimesofindia_00 ; between obc and education is 0.8981
Journal IN-thetimesofindia_00 ; between obc and scholar is 0.3627
Journal IN-thetimesofindia_00 ; between obc and merit is 0.7763
Journal IN-thetimesofindia_00 ; between obc and meritorious is 0.7090
Journal IN-thetimesofindia_00 ; between obc and employer is 0.8403
Journal IN-thetimesofindia_00 ; between obc and national is 0.5718
Journal IN-thetimesofindia_00 ; between obc and international is 0.4380
Journal IN-thetimesofindia_00 ; between obc and rich is 0.7848
Journal IN-thetimesofindia_00 ; between minorities and government is 0.7372
Journal IN-thetimesofindia_00 ; between minorities and democracy is 0.8244
Journal IN-thetimesofindia_00 ; between minorities and election is 0.5187
Journal IN-thetimesofindia_00 ; between minorities and college is 0.4528
Journal IN-thetimesofindia_00 ; between minorities and education is 0.5508
Journal IN-thetimesofindia_00 ; between minorities and scholar is 0.6408
Journal IN-thetimesofindia_00 ; between minorities and merit is 0.6205
Journal IN-thetimesofindia_00 ; between minorities and meritorious is 0.5582
Journal IN-thetimesofindia_00 ; between minorities and employer is 0.5115
Journal IN-thetimesofindia_00 ; between minorities and national is 0.6060
Journal IN-thetimesofindia_00 ; between minorities and international is 0.6466
Journal IN-thetimesofindia_00 ; between minorities and rich is 0.6692
Journal IN-thetimesofindia_01 ; between dalit and government is 0.5781
Journal IN-thetimesofindia_01 ; between dalit and democracy is 0.5765
Journal IN-thetimesofindia_01 ; between dalit and election is 0.4587
Journal IN-thetimesofindia_01 ; between dalit and college is 0.7788
Journal IN-thetimesofindia_01 ; between dalit and education is 0.6352
Journal IN-thetimesofindia_01 ; between dalit and scholar is 0.8015
Journal IN-thetimesofindia_01 ; between dalit and merit is 0.6790
Journal IN-thetimesofindia_01 ; between dalit and meritorious is 0.5945
Journal IN-thetimesofindia_01 ; between dalit and employer is 0.4255
Journal IN-thetimesofindia_01 ; between dalit and national is 0.4654
Journal IN-thetimesofindia_01 ; between dalit and international is 0.1389
Journal IN-thetimesofindia_01 ; between dalit and rich is 0.3983
Journal IN-thetimesofindia_01 ; between obc and government is 0.8044
Journal IN-thetimesofindia_01 ; between obc and democracy is 0.6379
Journal IN-thetimesofindia_01 ; between obc and election is 0.3821
Journal IN-thetimesofindia_01 ; between obc and college is 0.3934
Journal IN-thetimesofindia_01 ; between obc and education is 0.8981
Journal IN-thetimesofindia_01 ; between obc and scholar is 0.3627
Journal IN-thetimesofindia_01 ; between obc and merit is 0.7763
Journal IN-thetimesofindia_01 ; between obc and meritorious is 0.7090
Journal IN-thetimesofindia_01 ; between obc and employer is 0.8403
Journal IN-thetimesofindia_01 ; between obc and national is 0.5718
Journal IN-thetimesofindia_01 ; between obc and international is 0.4380
Journal IN-thetimesofindia_01 ; between obc and rich is 0.7848
Journal IN-thetimesofindia_01 ; between minorities and government is 0.7372
Journal IN-thetimesofindia_01 ; between minorities and democracy is 0.8244
Journal IN-thetimesofindia_01 ; between minorities and election is 0.5187
Journal IN-thetimesofindia_01 ; between minorities and college is 0.4528
Journal IN-thetimesofindia_01 ; between minorities and education is 0.5508
Journal IN-thetimesofindia_01 ; between minorities and scholar is 0.6408
Journal IN-thetimesofindia_01 ; between minorities and merit is 0.6205
Journal IN-thetimesofindia_01 ; between minorities and meritorious is 0.5582
Journal IN-thetimesofindia_01 ; between minorities and employer is 0.5115
Journal IN-thetimesofindia_01 ; between minorities and national is 0.6060
Journal IN-thetimesofindia_01 ; between minorities and international is 0.6466
Journal IN-thetimesofindia_01 ; between minorities and rich is 0.6692


 **** Neutral keywords and priviledge keywords ****
Journal IN-thehindu-opinion ; between individual and government is 0.7073
Journal IN-thehindu-opinion ; between individual and democracy is 0.7938
Journal IN-thehindu-opinion ; between individual and election is 0.4368
Journal IN-thehindu-opinion ; between individual and college is 0.4621
Journal IN-thehindu-opinion ; between individual and education is 0.5275
Journal IN-thehindu-opinion ; between individual and scholar is 0.5741
Journal IN-thehindu-opinion ; between individual and merit is 0.5932
Journal IN-thehindu-opinion ; between individual and meritorious is 0.4954
Journal IN-thehindu-opinion ; between individual and employer is 0.7202
Journal IN-thehindu-opinion ; between individual and national is 0.8375
Journal IN-thehindu-opinion ; between individual and international is 0.7936
Journal IN-thehindu-opinion ; between individual and rich is 0.7535
Journal IN-thehindu-opinion ; between man and government is 0.1577
Journal IN-thehindu-opinion ; between man and democracy is 0.2074
Journal IN-thehindu-opinion ; between man and election is 0.2554
Journal IN-thehindu-opinion ; between man and college is 0.7848
Journal IN-thehindu-opinion ; between man and education is 0.2694
Journal IN-thehindu-opinion ; between man and scholar is 0.8318
Journal IN-thehindu-opinion ; between man and merit is 0.2554
Journal IN-thehindu-opinion ; between man and meritorious is 0.5111
Journal IN-thehindu-opinion ; between man and employer is 0.2075
Journal IN-thehindu-opinion ; between man and national is 0.3165
Journal IN-thehindu-opinion ; between man and international is 0.1449
Journal IN-thehindu-opinion ; between man and rich is 0.1752
Journal IN-thehindu-opinion ; between woman and government is 0.0841
Journal IN-thehindu-opinion ; between woman and democracy is 0.1585
Journal IN-thehindu-opinion ; between woman and election is 0.1705
Journal IN-thehindu-opinion ; between woman and college is 0.9089
Journal IN-thehindu-opinion ; between woman and education is 0.3045
Journal IN-thehindu-opinion ; between woman and scholar is 0.8453
Journal IN-thehindu-opinion ; between woman and merit is 0.2124
Journal IN-thehindu-opinion ; between woman and meritorious is 0.4000
Journal IN-thehindu-opinion ; between woman and employer is 0.2042
Journal IN-thehindu-opinion ; between woman and national is 0.3070
Journal IN-thehindu-opinion ; between woman and international is 0.0708
Journal IN-thehindu-opinion ; between woman and rich is 0.1755
Journal IN-thehindu-opinion ; between person and government is 0.7208
Journal IN-thehindu-opinion ; between person and democracy is 0.8247
Journal IN-thehindu-opinion ; between person and election is 0.4583
Journal IN-thehindu-opinion ; between person and college is 0.5192
Journal IN-thehindu-opinion ; between person and education is 0.4218
Journal IN-thehindu-opinion ; between person and scholar is 0.7063
Journal IN-thehindu-opinion ; between person and merit is 0.6164
Journal IN-thehindu-opinion ; between person and meritorious is 0.5128
Journal IN-thehindu-opinion ; between person and employer is 0.5534
Journal IN-thehindu-opinion ; between person and national is 0.6658
Journal IN-thehindu-opinion ; between person and international is 0.6102
Journal IN-thehindu-opinion ; between person and rich is 0.5633
Journal IN-thehindu-opinion ; between people and government is 0.7393
Journal IN-thehindu-opinion ; between people and democracy is 0.8025
Journal IN-thehindu-opinion ; between people and election is 0.4080
Journal IN-thehindu-opinion ; between people and college is 0.5578
Journal IN-thehindu-opinion ; between people and education is 0.4958
Journal IN-thehindu-opinion ; between people and scholar is 0.6676
Journal IN-thehindu-opinion ; between people and merit is 0.6076
Journal IN-thehindu-opinion ; between people and meritorious is 0.5731
